id,legislativeSubject,policyArea
hr4365,Tunisia,
hr4365,Ukraine,
hr4365,Venezuela,
hr4365,Visas and passports,
hr4365,,Armed Forces and National Security
hr4366,Abortion,
hr4366,Access Board,
hr4366,Accounting and auditing,
hr4366,Administrative law and regulatory procedures,
hr4366,Administrative remedies,
hr4366,Adoption and foster care,
hr4366,Advanced technology and technological innovations,
hr4366,Advisory bodies,
hr4366,Aging,
hr4366,Agricultural conservation and pollution,
hr4366,Agricultural education,
hr4366,Agricultural equipment and machinery,
hr4366,Agricultural insurance,
hr4366,Agricultural marketing and promotion,
hr4366,"Agricultural prices, subsidies, credit",
hr4366,Agricultural research,
hr4366,Agricultural trade,
hr4366,Air quality,
hr4366,Alabama,
hr4366,Alaska,
hr4366,Alaska Natives and Hawaiians,
hr4366,Alliances,
hr4366,Alternative and renewable resources,
hr4366,American Battle Monuments Commission,
hr4366,American Samoa,
hr4366,Animal and plant health,
hr4366,Animal protection and human-animal relationships,
hr4366,Appalachian Regional Commission,
hr4366,Appropriations,
hr4366,Aquatic ecology,
hr4366,Arizona,
hr4366,Arkansas,
hr4366,Armed Forces Retirement Home,
hr4366,Armed Forces and National Security,
hr4366,Arms control and nonproliferation,
hr4366,Army Corps of Engineers,
hr4366,Asia,
hr4366,Assault and harassment offenses,
hr4366,Athletes,
hr4366,Atmospheric science and weather,
hr4366,Aviation and airports,
hr4366,Birds,
hr4366,Budget process,
hr4366,Building construction,
hr4366,Business investment and capital,
hr4366,Buy American requirements,
hr4366,California,
hr4366,Canada,
hr4366,Cardiovascular and respiratory health,
hr4366,Cell biology and embryology,
hr4366,Cemeteries and funerals,
hr4366,Census and government statistics,
hr4366,Child health,
hr4366,Child safety and welfare,
hr4366,China,
hr4366,Civil actions and liability,
hr4366,Climate change and greenhouse gases,
hr4366,Coal,
hr4366,Collective security,
hr4366,Colorado,
hr4366,Commission of Fine Arts,
hr4366,Commission on Civil Rights,
hr4366,Commodities markets,
hr4366,Commodity Credit Corporation,
hr4366,Commodity Futures Trading Commission,
hr4366,Community life and organization,
hr4366,Competition and antitrust,
hr4366,"Competitiveness, trade promotion, trade deficits",
hr4366,Computer security and identity theft,
hr4366,Computers and information technology,
hr4366,Conflicts and wars,
hr4366,Connecticut,
hr4366,Correctional facilities and imprisonment,
hr4366,Crime prevention,
hr4366,Crime victims,
hr4366,Crimes against children,
hr4366,Crimes against women,
hr4366,"Criminal investigation, prosecution, interrogation",
hr4366,Criminal justice information and records,
hr4366,Criminal procedure and sentencing,
hr4366,Cuba,
hr4366,Currency,
hr4366,Customs enforcement,
hr4366,Dams and canals,
hr4366,Defense Nuclear Facilities Safety Board,
hr4366,Defense spending,
hr4366,Delta Regional Authority,
hr4366,Denali Commission,
hr4366,Department of Agriculture,
hr4366,Department of Commerce,
hr4366,Department of Defense,
hr4366,Department of Energy,
hr4366,Department of Health and Human Services,
hr4366,Department of Housing and Urban Development,
hr4366,Department of Justice,
hr4366,Department of Transportation,
hr4366,Department of Veterans Affairs,
hr4366,Department of the Interior,
hr4366,Detention of persons,
hr4366,Digestive and metabolic diseases,
hr4366,Disability and paralysis,
hr4366,Disaster relief and insurance,
hr4366,District of Columbia,
hr4366,Domestic violence and child abuse,
hr4366,Drug Enforcement Administration (DEA),
hr4366,"Drug safety, medical device, and laboratory regulation",
hr4366,Drug therapy,
hr4366,Drug trafficking and controlled substances,
hr4366,"Drug, alcohol, tobacco use",
hr4366,Economic development,
hr4366,Education of the disadvantaged,
hr4366,Education programs funding,
hr4366,Educational technology and distance education,
hr4366,Electric power generation and transmission,
hr4366,Elementary and secondary education,
hr4366,Emergency communications systems,
hr4366,Emergency planning and evacuation,
hr4366,Employee benefits and pensions,
hr4366,Employment and training programs,
hr4366,Endangered and threatened species,
hr4366,Energy efficiency and conservation,
hr4366,Environmental Protection Agency (EPA),
hr4366,"Environmental assessment, monitoring, research",
hr4366,Environmental health,
hr4366,Environmental regulatory procedures,
hr4366,Equal Employment Opportunity Commission (EEOC),
hr4366,Europe,
hr4366,Evidence and witnesses,
hr4366,Executive Office of the President,
hr4366,Executive agency funding and structure,
hr4366,Family planning and birth control,
hr4366,Family services,
hr4366,Farm Credit Administration,
hr4366,Farmland,
hr4366,Federal Bureau of Investigation (FBI),
hr4366,Federal Crop Insurance Corporation,
hr4366,Federal Energy Regulatory Commission (FERC),
hr4366,Federal Maritime Commission,
hr4366,Federal appellate courts,
hr4366,Federal officials,
hr4366,Federal-Indian relations,
hr4366,Firearms and explosives,
hr4366,Fires,
hr4366,First responders and emergency personnel,
hr4366,Fishes,
hr4366,Floods and storm protection,
hr4366,Florida,
hr4366,Food and Drug Administration (FDA),
hr4366,Food assistance and relief,
hr4366,Food industry and services,
hr4366,"Food supply, safety, and labeling",
hr4366,Foreign aid and international relief,
hr4366,"Forests, forestry, trees",
hr4366,Fraud offenses and financial crimes,
hr4366,Genetics,
hr4366,Geography and mapping,
hr4366,Georgia,
hr4366,Government National Mortgage Association (Ginnie Mae),
hr4366,"Government buildings, facilities, and property",
hr4366,"Government employee pay, benefits, personnel management",
hr4366,Government information and archives,
hr4366,Government lending and loan guarantees,
hr4366,Government studies and investigations,
hr4366,Government trust funds,
hr4366,Great Lakes,
hr4366,Guam,
hr4366,HIV/AIDS,
hr4366,Hate crimes,
hr4366,Hawaii,
hr4366,Hazardous wastes and toxic substances,
hr4366,Health care costs and insurance,
hr4366,Health care coverage and access,
hr4366,Health facilities and institutions,
hr4366,Health information and medical records,
hr4366,Health personnel,
hr4366,Health programs administration and funding,
hr4366,Health promotion and preventive care,
hr4366,"Health technology, devices, supplies",
hr4366,Higher education,
hr4366,Historic sites and heritage areas,
hr4366,Historical and cultural resources,
hr4366,Home and outpatient care,
hr4366,Homelessness and emergency shelter,
hr4366,Hospital care,
hr4366,Housing and community development funding,
hr4366,Housing discrimination,
hr4366,Housing finance and home ownership,
hr4366,Housing for the elderly and disabled,
hr4366,Housing industry and standards,
hr4366,Housing supply and affordability,
hr4366,Human trafficking,
hr4366,Humanities programs funding,
hr4366,Idaho,
hr4366,Illinois,
hr4366,Immigration status and procedures,
hr4366,Immunology and vaccination,
hr4366,Indian claims,
hr4366,Indian lands and resources rights,
hr4366,Indian social and development programs,
hr4366,Infectious and parasitic diseases,
hr4366,Infrastructure development,
hr4366,Insects,
hr4366,Intellectual property,
hr4366,Interagency Council on Homelessness,
hr4366,Intergovernmental relations,
hr4366,International monetary system and foreign exchange,
hr4366,International organizations and cooperation,
hr4366,"Internet, web applications, social media",
hr4366,Iran,
hr4366,Judges,
hr4366,Juvenile crime and gang violence,
hr4366,Kansas,
hr4366,Kentucky,
hr4366,Lakes and rivers,
hr4366,Land transfers,
hr4366,Land use and conservation,
hr4366,Landlord and tenant,
hr4366,Law enforcement administration and funding,
hr4366,Law enforcement officers,
hr4366,Lawyers and legal services,
hr4366,Lease and rental services,
hr4366,Legal Services Corporation,
hr4366,Legal fees and court costs,
hr4366,Licensing and registrations,
hr4366,Livestock,
hr4366,"Long-term, rehabilitative, and terminal care",
hr4366,Louisiana,
hr4366,Low- and moderate-income housing,
hr4366,Maine,
hr4366,Mammals,
hr4366,Marine Mammal Commission,
hr4366,"Marine and coastal resources, fisheries",
hr4366,Marine pollution,
hr4366,Marshall Islands,
hr4366,Maryland,
hr4366,Meat,
hr4366,Medicaid,
hr4366,Medical education,
hr4366,Medical research,
hr4366,Medical tests and diagnostic methods,
hr4366,Medicare,
hr4366,Mental health,
hr4366,Metals,
hr4366,Michigan,
hr4366,Micronesia,
hr4366,Middle East,
hr4366,"Migrant, seasonal, agricultural labor",
hr4366,Military facilities and property,
hr4366,Military history,
hr4366,,Economics and Public Finance
hr4367,Air quality,
hr4367,Appropriations,
hr4367,Arms control and nonproliferation,
hr4367,Aviation and airports,
hr4367,Border security and unlawful immigration,
hr4367,Building construction,
hr4367,Cardiovascular and respiratory health,
hr4367,Child safety and welfare,
hr4367,Citizenship and naturalization,
hr4367,Climate change and greenhouse gases,
hr4367,Coast guard,
hr4367,Computer security and identity theft,
hr4367,Customs enforcement,
hr4367,Department of Homeland Security,
hr4367,Disaster relief and insurance,
hr4367,Emergency medical services and trauma care,
hr4367,Executive agency funding and structure,
hr4367,Family relationships,
hr4367,Federal Emergency Management Agency (FEMA),
hr4367,Floods and storm protection,
hr4367,Health promotion and preventive care,
hr4367,Immigrant health and welfare,
hr4367,Immigration status and procedures,
hr4367,Infectious and parasitic diseases,
hr4367,"Intelligence activities, surveillance, classified information",
hr4367,Latin America,
hr4367,Law enforcement administration and funding,
hr4367,Law enforcement officers,
hr4367,Medical tests and diagnostic methods,
hr4367,Mexico,
hr4367,Public contracts and procurement,
hr4367,Research administration and funding,
hr4367,Research and development,
hr4367,Transportation safety and security,
hr4367,User charges and fees,
hr4367,,Emergency Management
hr4368,Adult day care,
hr4368,Agricultural conservation and pollution,
hr4368,Agricultural education,
hr4368,Agricultural insurance,
hr4368,Agricultural marketing and promotion,
hr4368,"Agricultural prices, subsidies, credit",
hr4368,Agricultural research,
hr4368,Agricultural trade,
hr4368,Animal and plant health,
hr4368,Animal protection and human-animal relationships,
hr4368,Appropriations,
hr4368,Asia,
hr4368,Cardiovascular and respiratory health,
hr4368,Child care and development,
hr4368,Child health,
hr4368,China,
hr4368,Commodities markets,
hr4368,Commodity Futures Trading Commission,
hr4368,Congressional oversight,
hr4368,Department of Agriculture,
hr4368,Department of Health and Human Services,
hr4368,"Drug safety, medical device, and laboratory regulation",
hr4368,Economic development,
hr4368,Educational technology and distance education,
hr4368,Electric power generation and transmission,
hr4368,Elementary and secondary education,
hr4368,Emergency medical services and trauma care,
hr4368,"Environmental assessment, monitoring, research",
hr4368,Executive agency funding and structure,
hr4368,Farm Credit Administration,
hr4368,Floods and storm protection,
hr4368,Food and Drug Administration (FDA),
hr4368,Food assistance and relief,
hr4368,"Food supply, safety, and labeling",
hr4368,Foreign aid and international relief,
hr4368,"Government buildings, facilities, and property",
