id,title,congress,number,type,latestActionDate,latestActionText,relationshipType,relationshipIdentifiedBy
hjres85,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Consumer Financial Protection relating to ""Small Business Lending Under the Equal Credit Opportunity Act (Regulation B)"".",118,32,SJRES,2024-01-10,Failed of passage in Senate over veto by Yea-Nay Vote. 54 - 45. Record Vote Number: 5.,Identical bill,CRS
hjres85,"Disapproving the rule submitted by the Consumer Financial Protection Bureau relating to ""Small Business Lending Under the Equal Credit Opportunity Act (Regulation B)"".",118,66,HJRES,2023-11-28,"Placed on the Union Calendar, Calendar No. 224.",Related bill,CRS
hjres85,"Providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Bureau of Consumer Financial Protection relating to ""Small Business Lending Under the Equal Credit Opportunity Act (Regulation B)"".",118,50,HJRES,2023-04-03,Referred to the House Committee on Financial Services.,Identical bill,CRS
hjres88,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to ""Improving Income Driven Repayment for the William D. Ford Federal Direct Loan Program and the Federal Family Education Loan (FFEL) Program"".",118,43,SJRES,2023-11-15,Failed of passage in Senate by Yea-Nay Vote. 49 - 50. Record Vote Number: 310.,Identical bill,CRS
hjres88,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to ""Improving Income Driven Repayment for the William D. Ford Federal Direct Loan Program and the Federal Family Education Loan (FFEL) Program"".",118,43,SJRES,2023-11-15,Failed of passage in Senate by Yea-Nay Vote. 49 - 50. Record Vote Number: 310.,Related bill,House
hjres88,"Providing for consideration of the bill (H.R. 4468) to prohibit the Administrator of the Environmental Protection Agency from finalizing, implementing, or enforcing a proposed rule with respect to emissions from vehicles, and for other purposes; providing for consideration of the bill (H.R. 5933) to amend the Higher Education Act of 1965 to require additional information in disclosures of foreign gifts and contracts from foreign sources, restrict contracts with certain foreign entities and foreign countries of concern, require certain staff and faculty to report foreign gifts and contracts, and require disclosure of certain foreign investments within endowments; and providing for consideration of the joint resolution (H. J. Res. 88) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Education relating to ""Improving Income Driven Repayment for the William D. Ford Federal Direct Loan Program and the Federal Family Education Loan (FFEL) Program"".",118,906,HRES,2023-12-05,Motion to reconsider laid on the table Agreed to without objection.,Procedurally-related,House
hjres89,National Defense Authorization Act for Fiscal Year 2024,118,2670,HR,2023-12-22,Became Public Law No: 118-31.,Related bill,CRS
hjres89,National Defense Authorization Act for Fiscal Year 2024,118,2226,S,2023-07-27,Senate ordered measure printed as passed.,Related bill,CRS
hjres89,"A joint resolution requiring the advice and consent of the Senate or an Act of Congress to suspend, terminate, or withdraw the United States from the North Atlantic Treaty and authorizing related litigation, and for other purposes.",118,37,SJRES,2023-07-12,Read twice and referred to the Committee on Foreign Relations.,Identical bill,CRS
hjres90,Proposing a balanced budget amendment to the Constitution of the United States.,118,113,HJRES,2024-02-07,Referred to the House Committee on the Judiciary.,Related bill,CRS
hjres92,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Food and Nutrition Service relating to ""Application of Bostock v. Clayton County to Program Discrimination Complaint Processing-Policy Update"".",118,42,SJRES,2023-10-26,Failed of passage in Senate by Yea-Nay Vote. 47 - 50. Record Vote Number: 272.,Identical bill,CRS
hjres93,Proposing an amendment to the Constitution of the United States to prohibit Members of Congress from receiving compensation for any period during which a Government shutdown is in effect.,118,101,HJRES,2023-11-13,Referred to the House Committee on the Judiciary.,Identical bill,CRS
hjres96,Compact Impact Fairness Act of 2023,118,1571,HR,2023-04-05,"Referred to the Subcommittee on Nutrition, Foreign Agriculture, and Horticulture.",Related bill,CRS
hjres96,Compact Impact Fairness Act of 2023,118,792,S,2023-03-14,Read twice and referred to the Committee on Finance.,Related bill,CRS
hjres96,Compact of Free Association Amendments Act of 2023,118,48,SJRES,2023-11-02,Read twice and referred to the Committee on Energy and Natural Resources.,Identical bill,CRS
hjres96,"Providing for the concurrence by the House in the Senate amendment to H.R. 4366, with an amendment.",118,1061,HRES,2024-03-06,Motion to reconsider laid on the table Agreed to without objection.,Related bill,CRS
hjres96,"Consolidated Appropriations Act, 2024",118,4366,HR,2024-03-09,Became Public Law No: 118-42.,Related bill,CRS
hjres97,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Department of Justice relating to ""Office of the Attorney General; Home Confinement Under the Coronavirus Aid, Relief, and Economic Security (CARES) Act"".",118,47,SJRES,2023-10-30,Read twice and referred to the Committee on the Judiciary.,Identical bill,CRS
hjres98,"A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Labor Relations Board relating to a ""Standard for Determining Joint Employer Status"".",118,49,SJRES,2023-11-09,"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",Identical bill,CRS
hjres98,"Providing for consideration of the bill (H.R. 788) to limit donations made pursuant to settlement agreements to which the United States is a party, and for other purposes; providing for consideration of the joint resolution (H.J. Res. 98) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Labor Relations Board relating to ""Standard for Determining Joint Employer Status''; and providing for consideration of the joint resolution (S.J. Res. 38) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Federal Highway Administration relating to ""Waiver of Buy America Requirements for Electric Vehicle Chargers''.",118,947,HRES,2024-01-11,"On agreeing to the resolution Agreed to by recorded vote: 211 - 202, 1 Present (Roll no. 5). (text: 01/10/2024 CR H25)",Related bill,House
hjres98,"Providing for consideration of the bill (H.R. 788) to limit donations made pursuant to settlement agreements to which the United States is a party, and for other purposes; providing for consideration of the joint resolution (H.J. Res. 98) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the National Labor Relations Board relating to ""Standard for Determining Joint Employer Status''; and providing for consideration of the joint resolution (S.J. Res. 38) providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Federal Highway Administration relating to ""Waiver of Buy America Requirements for Electric Vehicle Chargers''.",118,947,HRES,2024-01-11,"On agreeing to the resolution Agreed to by recorded vote: 211 - 202, 1 Present (Roll no. 5). (text: 01/10/2024 CR H25)",Procedurally-related,House
